jittered_title,seed_title,onet_code,onet_name
Brownfields Program Manager Opportunity - Urban Renewal & Community Impact,Brownfields Program Manager,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
"Valve Technician (Entry Level) - Oil & Gas Industry, Paid Training Provided",Valve Technician,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
Immediate Opening: Experienced Valve Technician - Field Service,Valve Technician,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
Valve Technician Needed - Competitive Pay & Benefits (Houston Area),Valve Technician,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
Senior Valve Repair Technician - Industrial Maintenance Division,Valve Technician,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
"Valve Service Tech - Travel Required, Excellent Career Growth",Valve Technician,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
Revenue Officer (Collections Specialist) - IRS Experience Preferred,Revenue Officer,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
Government Revenue Officer - Tax Compliance & Enforcement,Revenue Officer,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
Revenue Officer Position - Join Our Financial Services Team Today!,Revenue Officer,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
Senior Revenue Officer - Delinquency & Debt Management,Revenue Officer,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
Revenue Officer Needed - Investigations & Collections Dept.,Revenue Officer,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
Digital Artist - Remote Freelance Opportunity (Fantasy Game Illustrations),Digital Artist,27-1014.00,Special Effects Artists and Animators
Creative Digital Artist - Join Our Innovative Marketing Agency!,Digital Artist,27-1014.00,Special Effects Artists and Animators
Digital Artist (2D & 3D Animation) - Exciting Projects in Entertainment Industry,Digital Artist,27-1014.00,Special Effects Artists and Animators
Immediate Hire: Digital Artist for Social Media Campaigns,Digital Artist,27-1014.00,Special Effects Artists and Animators
"Graphic & Digital Artist - Entry Level, Creative Team",Digital Artist,27-1014.00,Special Effects Artists and Animators
Electrical Engineering Manager - Renewable Energy Division (Hybrid/Remote),Electrical Engineering Manager,11-9041.00,Architectural and Engineering Managers
"Senior Manager, Electrical Engineering & Power Systems",Electrical Engineering Manager,11-9041.00,Architectural and Engineering Managers
Electrical Engineering Team Lead - Autonomous Vehicle Development,Electrical Engineering Manager,11-9041.00,Architectural and Engineering Managers
Urgent Hiring: Electrical Engineering Manager (High Voltage Experience Required),Electrical Engineering Manager,11-9041.00,Architectural and Engineering Managers
Electrical Engineering Manager | Data Centers & Infrastructure,Electrical Engineering Manager,11-9041.00,Architectural and Engineering Managers
Guest Service Representative (Night Shift) - Hospitality Excellence Award Winner,Guest Service Representative,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
Front Desk Associate / Guest Service Representative - Immediate Openings!,Guest Service Representative,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
"Hotel Guest Services Rep - Downtown Location, Flexible Scheduling",Guest Service Representative,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
Join Our Team! Guest Service Representative Needed (Part-Time Available),Guest Service Representative,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
Guest Service Representative - Great Benefits & Career Growth,Guest Service Representative,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
Licensed Vocational Nurse (LVN) - Skilled Nursing Facility - Sign-On Bonus Available!,Licensed Vocational Nurse (LVN),29-2061.00,Licensed Practical and Licensed Vocational Nurses
Hiring LVNs Immediately | Competitive Pay + Flexible Schedule,Licensed Vocational Nurse (LVN),29-2061.00,Licensed Practical and Licensed Vocational Nurses
Licensed Vocational Nurse (LVN) Needed - Pediatrics/Home Health,Licensed Vocational Nurse (LVN),29-2061.00,Licensed Practical and Licensed Vocational Nurses
LVN Opportunity - Weekend Shift Differential Pay!,Licensed Vocational Nurse (LVN),29-2061.00,Licensed Practical and Licensed Vocational Nurses
Licensed Vocational Nurse (LVN) - Telehealth & Clinical Support,Licensed Vocational Nurse (LVN),29-2061.00,Licensed Practical and Licensed Vocational Nurses
Telephone Sales Representative (TSR) | Earn Uncapped Commissions From Home!,Telephone Sales Representative (TSR),41-9041.00,Telemarketers
Experienced TSR Needed - Financial Products Sales (High Commission),Telephone Sales Representative (TSR),41-9041.00,Telemarketers
Telephone Sales Rep - Warm Leads Provided Daily!,Telephone Sales Representative (TSR),41-9041.00,Telemarketers
"TSR (Bilingual Preferred) - Immediate Openings, Flexible Shifts Available",Telephone Sales Representative (TSR),41-9041.00,Telemarketers
Hiring Now - Telephone Sales Representative (TSR) - Join our Fast-Growing Team,Telephone Sales Representative (TSR),41-9041.00,Telemarketers
Medical Records Analyst (Remote) - Healthcare Data Integrity,Medical Records Analyst,29-9021.00,Health Information Technologists and Medical Registrars
Urgently Hiring: Medical Records Analyst - EMR Experience Required,Medical Records Analyst,29-9021.00,Health Information Technologists and Medical Registrars
Medical Records Analyst - Compliance & Auditing Team,Medical Records Analyst,29-9021.00,Health Information Technologists and Medical Registrars
Medical Records Specialist / Analyst - Full-Time Position,Medical Records Analyst,29-9021.00,Health Information Technologists and Medical Registrars
"Medical Records Analyst | Great Benefits, Remote Options Available",Medical Records Analyst,29-9021.00,Health Information Technologists and Medical Registrars
Manufacturing Technology Analyst II (PLC & SCADA) – Immediate Start,Manufacturing Technology Analyst,17-3026.00,Industrial Engineering Technologists and Technicians
Tech-Savvy Manufacturing Analyst Needed (Production Automation Focus),Manufacturing Technology Analyst,17-3026.00,Industrial Engineering Technologists and Technicians
Manufacturing Analyst - Technology Applications & Innovation,Manufacturing Technology Analyst,17-3026.00,Industrial Engineering Technologists and Technicians
Urgent Hire: Manufacturing Technology Analyst - Midwest Production Plants,Manufacturing Technology Analyst,17-3026.00,Industrial Engineering Technologists and Technicians
"Manufacturing Technology Analyst (Contract, 6 months, Possible Extension)",Manufacturing Technology Analyst,17-3026.00,Industrial Engineering Technologists and Technicians
Junior Inside Sales Engineer - Tech Solutions (Remote OK!),Inside Sales Engineer,41-9031.00,Sales Engineers
Inside Sales Engineer (HVAC & Mechanical) — No Travel Required!,Inside Sales Engineer,41-9031.00,Sales Engineers
Exciting Job Alert: Inside Sales Engineer Role – Grow Your Career with Us!,Inside Sales Engineer,41-9031.00,Sales Engineers
Inside Sales Engineer | Base Salary + Commission,Inside Sales Engineer,41-9031.00,Sales Engineers
Inside Sales Engineer (Entry-Level Candidates Welcome),Inside Sales Engineer,41-9031.00,Sales Engineers
Cybersecurity Project Manager – Financial Services Industry (Remote Optional),Cybersecurity Project Manager,15-1299.09,Information Technology Project Managers
Senior Cybersecurity Project Manager Needed – Identity & Access Management,Cybersecurity Project Manager,15-1299.09,Information Technology Project Managers
Immediate Opening: Project Manager - Cybersecurity & Data Privacy Initiatives,Cybersecurity Project Manager,15-1299.09,Information Technology Project Managers
Cybersecurity Project Manager (CISSP Preferred) - Contract-to-Hire Role,Cybersecurity Project Manager,15-1299.09,Information Technology Project Managers
Hiring Cybersecurity Project Manager! Competitive Salary and Benefits!,Cybersecurity Project Manager,15-1299.09,Information Technology Project Managers
Freelance Broadcast Technician – National Sporting Events (Travel Required!),Broadcast Technician,27-4012.00,Broadcast Technicians
"Broadcast Technician Needed – Studio Operations, Live TV Production",Broadcast Technician,27-4012.00,Broadcast Technicians
Full-Time Broadcast Technician III (Evening Shift),Broadcast Technician,27-4012.00,Broadcast Technicians
Calling Experienced Broadcast Technician - Join Our Newsroom Team,Broadcast Technician,27-4012.00,Broadcast Technicians
Broadcast Technician Role Available: Technical Operations & Support,Broadcast Technician,27-4012.00,Broadcast Technicians
Licensed Ferry Engineer (Marine Operations) – Puget Sound Routes,Ferry Engineer,53-5031.00,Ship Engineers
"Ferry Engineer (Full-Time, Rotational Schedule, Competitive Benefits!)",Ferry Engineer,53-5031.00,Ship Engineers
Urgent: Hiring Experienced Ferry Engineer - Vessel Maintenance & Repair,Ferry Engineer,53-5031.00,Ship Engineers
Join Our Marine Team: Ferry Engineer Opening - Immediate Interviews,Ferry Engineer,53-5031.00,Ship Engineers
Ferry Engineer Wanted – Competitive Pay & Great Schedule!,Ferry Engineer,53-5031.00,Ship Engineers
Chargeback Specialist (Remote Opportunity!) - Immediate Start,Chargeback Specialist,43-4021.00,Correspondence Clerks
Hiring Chargeback Specialist - Fraud Prevention Team (Financial Services),Chargeback Specialist,43-4021.00,Correspondence Clerks
Senior Chargeback Specialist Needed - eCommerce Division,Chargeback Specialist,43-4021.00,Correspondence Clerks
Chargeback Analyst/Specialist - Hybrid Schedule Available,Chargeback Specialist,43-4021.00,Correspondence Clerks
Urgent Opening: Chargeback Specialist - Banking Operations Dept.,Chargeback Specialist,43-4021.00,Correspondence Clerks
Meteorologist (Weekend Evenings) - Local News Channel,Meteorologist,19-2021.00,Atmospheric and Space Scientists
Meteorologist Wanted: Join Our Severe Weather Forecasting Team!,Meteorologist,19-2021.00,Atmospheric and Space Scientists
Senior Meteorologist - Aviation Weather Services,Meteorologist,19-2021.00,Atmospheric and Space Scientists
Morning Show Meteorologist - ABC Affiliate,Meteorologist,19-2021.00,Atmospheric and Space Scientists
Meteorologist - Climate Research & Analytics (Entry Level),Meteorologist,19-2021.00,Atmospheric and Space Scientists
Immediate Need: Pre-Press Proofer - Flexible Shifts Available,Pre-Press Proofer,51-5111.00,Prepress Technicians and Workers
Pre-Press Proofer (Print & Digital Media) - Apply Today!,Pre-Press Proofer,51-5111.00,Prepress Technicians and Workers
Experienced Pre-Press Proofer - Offset Printing Division,Pre-Press Proofer,51-5111.00,Prepress Technicians and Workers
Proofreader / Pre-Press Proofer - Packaging & Labels,Pre-Press Proofer,51-5111.00,Prepress Technicians and Workers
Hiring Now! Pre-Press Proofer - High-End Commercial Print,Pre-Press Proofer,51-5111.00,Prepress Technicians and Workers
Creative Landscape Architect - Residential & Commercial Projects,Landscape Architect,17-1012.00,Landscape Architects
Landscape Architect Needed - Join Our Award-Winning Firm!,Landscape Architect,17-1012.00,Landscape Architects
Senior Landscape Architect (Eco-Friendly Design),Landscape Architect,17-1012.00,Landscape Architects
Landscape Architect - Parks & Recreation Department,Landscape Architect,17-1012.00,Landscape Architects
Landscape Architect - Urban Planning & Sustainability,Landscape Architect,17-1012.00,Landscape Architects
Neurodiagnostic Tech (EEG) - Pediatric Neurology Dept.,Neurodiagnostic Technologist (Neurodiagnostic Tech),29-2099.01,Neurodiagnostic Technologists
Hiring Neurodiagnostic Technologist - Sign-On Bonus Available!,Neurodiagnostic Technologist (Neurodiagnostic Tech),29-2099.01,Neurodiagnostic Technologists
Neurodiagnostic Technologist (Sleep Lab Experience Preferred),Neurodiagnostic Technologist (Neurodiagnostic Tech),29-2099.01,Neurodiagnostic Technologists
EEG/Neurodiagnostic Technologist - Night Shift (Hospital Setting),Neurodiagnostic Technologist (Neurodiagnostic Tech),29-2099.01,Neurodiagnostic Technologists
Neurodiagnostic Tech Needed - Join Our Neuroscience Institute,Neurodiagnostic Technologist (Neurodiagnostic Tech),29-2099.01,Neurodiagnostic Technologists
License Specialist - Regulatory Compliance (Hybrid Position Available!),License Specialist,43-4031.00,"Court, Municipal, and License Clerks"
Senior License Specialist | Join Our Licensing & Permits Team,License Specialist,43-4031.00,"Court, Municipal, and License Clerks"
"License Specialist Needed - Immediate Start, Great Benefits!",License Specialist,43-4031.00,"Court, Municipal, and License Clerks"
Remote License Specialist - State & Local Permitting,License Specialist,43-4031.00,"Court, Municipal, and License Clerks"
"License Specialist (Full-Time, Entry Level) - Grow Your Career with Us!",License Specialist,43-4031.00,"Court, Municipal, and License Clerks"
Addictions Counselor Assistant | Make a Difference in Behavioral Health!,Addictions Counselor Assistant,21-1093.00,Social and Human Service Assistants
Part-Time Addictions Counselor Assistant (Evenings & Weekends),Addictions Counselor Assistant,21-1093.00,Social and Human Service Assistants
Assistant to Addiction Counselor - Recovery & Rehabilitation Center,Addictions Counselor Assistant,21-1093.00,Social and Human Service Assistants
Immediate Hire: Addictions Counselor Assistant - No Certification Required,Addictions Counselor Assistant,21-1093.00,Social and Human Service Assistants
Entry-Level Addictions Counselor Assistant - Training Provided!,Addictions Counselor Assistant,21-1093.00,Social and Human Service Assistants
Classified Advertising Manager - Join Our Dynamic Publishing Team!,Classified Advertising Manager (Classified Ad Manager),11-2011.00,Advertising and Promotions Managers
Senior Classified Ad Manager (Print & Digital Media),Classified Advertising Manager (Classified Ad Manager),11-2011.00,Advertising and Promotions Managers
Classified Advertising Manager | Great Commission & Benefits,Classified Advertising Manager (Classified Ad Manager),11-2011.00,Advertising and Promotions Managers
Classified Ad Manager Needed - Newspaper & Online Listings Coordinator,Classified Advertising Manager (Classified Ad Manager),11-2011.00,Advertising and Promotions Managers
Exciting Opportunity: Classified Advertising Manager at Leading Media Outlet,Classified Advertising Manager (Classified Ad Manager),11-2011.00,Advertising and Promotions Managers
Geodetic Surveyor (Field Position) - High Precision GPS Experience Required,Geodetic Surveyor,17-1022.01,Geodetic Surveyors
Senior Geodetic Surveyor - Mapping & Geospatial Division,Geodetic Surveyor,17-1022.01,Geodetic Surveyors
Join Our Team as a Geodetic Surveyor - Competitive Pay & Travel Opportunities!,Geodetic Surveyor,17-1022.01,Geodetic Surveyors
Experienced Geodetic Surveyor Wanted - Remote Locations & Fieldwork,Geodetic Surveyor,17-1022.01,Geodetic Surveyors
